ZONE I=5, J=5
0 0 0.761594 0 1 
0.0625 0 0.215052 0 0.930508 
0.125 0 -0.244919 0 0.731689 
0.1875 0 -0.618319 0 0.431177 
0.25 0 -0.905148 0 0.0707372 
0 0.125 0.909233 0.681639 1 
0.0625 0.125 0.543668 0.681639 0.930508 
0.125 0.125 0.350787 0.681639 0.731689 
0.1875 0.125 0.330589 0.681639 0.431177 
0.25 0.125 0.483074 0.681639 0.0707372 
0 0.25 0.998178 0.997495 1 
0.0625 0.25 0.699957 0.997495 0.930508 
0.125 0.25 0.617771 0.997495 0.731689 
0.1875 0.25 0.75162 0.997495 0.431177 
0.25 0.25 1.1015 0.997495 0.0707372 
0 0.375 1.02843 0.778073 1 
0.0625 0.375 0.683918 0.778073 0.930508 
0.125 0.375 0.556033 0.778073 0.731689 
0.1875 0.375 0.644774 0.778073 0.431177 
0.25 0.375 0.950142 0.778073 0.0707372 
0 0.5 0.999988 0.14112 1 
0.0625 0.5 0.495552 0.14112 0.930508 
0.125 0.5 0.165573 0.14112 0.731689 
0.1875 0.5 0.0100525 0.14112 0.431177 
0.25 0.5 0.0289893 0.14112 0.0707372 
ZONE I=5, J=5
0.25 0 -0.905148 0 0.0707372 
0.3125 0 -0.958409 0 -0.299534 
0.375 0 -0.99186 0 -0.628174 
0.4375 0 -1.0055 0 -0.869507 
0.5 0 -0.999329 0 -0.989992 
0.25 0.125 0.483074 0.681639 0.0707372 
0.3125 0.125 -0.792413 0.681639 -0.299534 
0.375 0.125 -1.46723 0.681639 -0.628174 
0.4375 0.125 -1.54137 0.681639 -0.869507 
0.5 0.125 -1.01483 0.681639 -0.989992 
0.25 0.25 1.1015 0.997495 0.0707372 
0.3125 0.25 -0.0765237 0.997495 -0.299534 
0.375 0.25 -0.508539 0.997495 -0.628174 
0.4375 0.25 -0.194541 0.997495 -0.869507 
0.5 0.25 0.865469 0.997495 -0.989992 
0.25 0.375 0.950142 0.778073 0.0707372 
0.3125 0.375 1.18926 0.778073 -0.299534 
0.375 0.375 1.8842 0.778073 -0.628174 
0.4375 0.375 3.03497 0.778073 -0.869507 
0.5 0.375 4.64157 0.778073 -0.989992 
0.25 0.5 0.0289893 0.14112 0.0707372 
0.3125 0.5 3.00493 0.14112 -0.299534 
0.375 0.5 5.711 0.14112 -0.628174 
0.4375 0.5 8.14718 0.14112 -0.869507 
0.5 0.5 10.3135 0.14112 -0.989992 
ZONE I=5, J=5
0.5 0 -0.999329 0 -0.989992 
0.5625 0 -0.999708 0 -0.972884 
0.625 0 -0.999945 0 -0.820559 
0.6875 0 -1.00004 0 -0.55419 
0.75 0 -0.999995 0 -0.210796 
0.5 0.125 -1.01483 0.681639 -0.989992 
0.5625 0.125 0.340222 0.681639 -0.972884 
0.625 0.125 1.51235 0.681639 -0.820559 
0.6875 0.125 2.50155 0.681639 -0.55419 
0.75 0.125 3.30784 0.681639 -0.210796 
0.5 0.25 0.865469 0.997495 -0.989992 
0.5625 0.25 2.54329 0.997495 -0.972884 
0.625 0.25 3.89392 0.997495 -0.820559 
0.6875 0.25 4.91734 0.997495 -0.55419 
0.75 0.25 5.61357 0.997495 -0.210796 
0.5 0.375 4.64157 0.778073 -0.989992 
0.5625 0.375 5.6095 0.778073 -0.972884 
0.625 0.375 6.14475 0.778073 -0.820559 
0.6875 0.375 6.24733 0.778073 -0.55419 
0.75 0.375 5.91722 0.778073 -0.210796 
0.5 0.5 10.3135 0.14112 -0.989992 
0.5625 0.5 9.53886 0.14112 -0.972884 
0.625 0.5 8.26486 0.14112 -0.820559 
0.6875 0.5 6.4915 0.14112 -0.55419 
0.75 0.5 4.21877 0.14112 -0.210796 
ZONE I=5, J=5
0.75 0 -0.999995 0 -0.210796 
0.8125 0 -0.999998 0 0.161895 
0.875 0 -1 0 0.512085 
0.9375 0 -1 0 0.791104 
1 0 -1 0 0.96017 
0.75 0.125 3.30784 0.681639 -0.210796 
0.8125 0.125 2.75996 0.681639 0.161895 
0.875 0.125 2.04944 0.681639 0.512085 
0.9375 0.125 1.17627 0.681639 0.791104 
1 0.125 0.140447 0.681639 0.96017 
0.75 0.25 5.61357 0.997495 -0.210796 
0.8125 0.25 5.215 0.997495 0.161895 
0.875 0.25 4.4979 0.997495 0.512085 
0.9375 0.25 3.46226 0.997495 0.791104 
1 0.25 2.1081 0.997495 0.96017 
0.75 0.375 5.91722 0.778073 -0.210796 
0.8125 0.375 6.36511 0.778073 0.161895 
0.875 0.375 6.34537 0.778073 0.512085 
0.9375 0.375 5.85798 0.778073 0.791104 
1 0.375 4.90297 0.778073 0.96017 
0.75 0.5 4.21877 0.14112 -0.210796 
0.8125 0.5 6.2103 0.14112 0.161895 
0.875 0.5 7.59185 0.14112 0.512085 
0.9375 0.5 8.36343 0.14112 0.791104 
1 0.5 8.52504 0.14112 0.96017 
ZONE I=5, J=5
0 0.5 0.999988 0.14112 1 
0.0625 0.5 0.495552 0.14112 0.930508 
0.125 0.5 0.165573 0.14112 0.731689 
0.1875 0.5 0.0100525 0.14112 0.431177 
0.25 0.5 0.0289893 0.14112 0.0707372 
0 0.625 0.999995 -0.571561 1 
0.0625 0.625 0.947526 -0.571561 0.930508 
0.125 0.625 1.09443 -0.571561 0.731689 
0.1875 0.625 1.44072 -0.571561 0.431177 
0.25 0.625 1.98638 -0.571561 0.0707372 
0 0.75 1 -0.97753 1 
0.0625 0.75 1.44926 -0.97753 0.930508 
0.125 0.75 1.82986 -0.97753 0.731689 
0.1875 0.75 2.1418 -0.97753 0.431177 
0.25 0.75 2.38508 -0.97753 0.0707372 
0 0.875 1 -0.858934 1 
0.0625 0.875 2.00075 -0.858934 0.930508 
0.125 0.875 2.37185 -0.858934 0.731689 
0.1875 0.875 2.11331 -0.858934 0.431177 
0.25 0.875 1.22511 -0.858934 0.0707372 
0 1 1 -0.279415 1 
0.0625 1 2.60201 -0.279415 0.930508 
0.125 1 2.72041 -0.279415 0.731689 
0.1875 1 1.35523 -0.279415 0.431177 
0.25 1 -1.49355 -0.279415 0.0707372 
ZONE I=5, J=5
0.25 0.5 0.0289893 0.14112 0.0707372 
