ZONE I=10, J=10
-0.356889 -0.515501
-0.206655 -0.707558
-0.014406 -0.857547
0.208428 -0.956549
0.448597 -0.998678
0.691822 -0.98143
0.923643 -0.905829
1.13028 -0.776372
1.29943 -0.600754
1.42106 -0.389418
-0.317234 -0.458223
-0.166149 -0.628941
0.0222826 -0.762264
0.237901 -0.850266
0.468929 -0.887714
0.702673 -0.872382
0.92628 -0.805182
1.1275 -0.690108
1.2954 -0.534004
1.42106 -0.34615
-0.27758 -0.400946
-0.125644 -0.550323
0.0589712 -0.666981
0.267374 -0.743982
0.48926 -0.77675
0.713524 -0.763334
0.928916 -0.704534
1.12472 -0.603845
1.29137 -0.467253
1.42106 -0.302881
-0.237926 -0.343668
-0.085138 -0.471706
0.0956598 -0.571698
0.296847 -0.637699
0.509592 -0.665785
0.724374 -0.654286
0.931553 -0.603886
1.12194 -0.517581
1.28734 -0.400503
1.42106 -0.259612
-0.198272 -0.28639
-0.0446324 -0.393088
0.132348 -0.476415
0.326321 -0.531416
0.529924 -0.554821
0.735225 -0.545239
0.93419 -0.503239
1.11916 -0.431318
1.28331 -0.333752
1.42106 -0.216344
-0.158617 -0.229112
-0.00412678 -0.31447
0.169037 -0.381132
0.355794 -0.425133
0.550256 -0.443857
0.746076 -0.436191
0.936827 -0.402591
1.11638 -0.345054
1.27928 -0.267002
1.42106 -0.173075
-0.118963 -0.171834
0.0363788 -0.235853
0.205726 -0.285849
0.385267 -0.31885
0.570587 -0.332893
0.756926 -0.327143
0.939464 -0.301943
1.1136 -0.258791
1.27525 -0.200251
1.42106 -0.129806
-0.0793086 -0.114556
0.0768844 -0.157235
0.242414 -0.190566
0.41474 -0.212566
0.590919 -0.221928
0.767777 -0.218095
0.9421 -0.201295
1.11083 -0.172527
1.27122 -0.133501
1.42106 -0.0865374
-0.0396543 -0.0572779
0.11739 -0.0786176
0.279103 -0.095283
0.444214 -0.106283
0.611251 -0.110964
0.778628 -0.109048
0.944737 -0.100648
1.10805 -0.0862635
1.2672 -0.0667505
1.42106 -0.0432687
0 0
0.157896 0
0.315791 0
0.473687 0
0.631583 0
0.789478 0
0.947374 0
1.10527 0
1.26317 0
1.42106 0
ZONE I=10, J=10
1.42106 -0.389418
1.45205 -0.44615
1.48305 -0.502881
1.51404 -0.559612
1.54503 -0.616344
1.57603 -0.673075
1.60702 -0.729806
1.63801 -0.786537
1.66901 -0.843269
1.7 -0.9
1.42106 -0.34615
1.45205 -0.396577
1.48305 -0.447005
1.51404 -0.497433
1.54503 -0.547861
1.57603 -0.598289
1.60702 -0.648717
1.63801 -0.699144
1.66901 -0.749572
1.7 -0.8
1.42106 -0.302881
1.45205 -0.347005
1.48305 -0.39113
1.51404 -0.435254
1.54503 -0.479378
1.57603 -0.523503
1.60702 -0.567627
1.63801 -0.611751
1.66901 -0.655876
1.7 -0.7
1.42106 -0.259612
1.45205 -0.297433
1.48305 -0.335254
1.51404 -0.373075
1.54503 -0.410896
1.57603 -0.448717
1.60702 -0.486537
1.63801 -0.524358
1.66901 -0.562179
1.7 -0.6
1.42106 -0.216344
1.45205 -0.247861
1.48305 -0.279378
1.51404 -0.310896
1.54503 -0.342413
1.57603 -0.37393
1.60702 -0.405448
1.63801 -0.436965
1.66901 -0.468483
1.7 -0.5
1.42106 -0.173075
